Datum,Warengruppe,Umsatz,KielerWoche,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Name,Wochentag,Wochentag_Nummer,Monat,Quartal,Ist_Wochenende,Ist_Feiertag,Temperatur_Kategorie,Feiertagsnaehe,Umsatz_Trend_7_Tage
2014-02-03,2,348.771730579887,0.0,1.0,3.475,8.0,10.0,0,Monday,0,2,1,0,0,Kalt,0,335.8689650784554
2014-02-04,2,260.453691923776,0.0,5.0,3.925,6.0,10.0,0,Tuesday,1,2,1,0,0,Kalt,0,330.59891263802285
2014-02-05,2,303.821114890027,0.0,4.0,3.675,8.0,10.0,0,Wednesday,2,2,1,0,0,Kalt,0,341.10108129268536
2014-02-06,2,281.271370841592,0.0,7.0,7.875,11.0,20.0,0,Thursday,3,2,1,0,0,Kalt,0,342.97023436659975
2014-02-07,2,277.116052767499,0.0,7.0,8.475,15.0,63.0,0,Friday,4,2,1,0,0,Kalt,0,341.6075420524047
2014-02-08,2,444.88120408508,0.0,7.0,6.2875,12.0,61.0,0,Saturday,5,2,1,1,0,Kalt,0,353.2366078283131
2014-02-09,2,569.839111992589,0.0,5.0,6.7125,15.0,63.0,0,Sunday,6,2,1,1,0,Kalt,0,355.16489672577853
2014-02-10,2,289.527230880774,0.0,2.0,6.6375,9.0,0.0,0,Monday,0,2,1,0,0,Kalt,0,346.70139676876244
2014-02-11,2,316.588828519672,0.0,7.0,4.925,12.0,61.0,0,Tuesday,1,2,1,0,0,Kalt,0,354.72070199674755
2014-02-12,2,304.004411606266,0.0,4.0,6.1,13.0,10.0,0,Wednesday,2,2,1,0,0,Kalt,0,354.7468872419245
2014-02-13,2,299.888751175176,0.0,5.0,7.45,13.0,0.0,0,Thursday,3,2,1,0,0,Kalt,0,357.40651300386514
2014-02-14,2,313.418025928576,0.0,5.0,5.2125,9.0,10.0,0,Friday,4,2,1,0,0,Kalt,0,362.59250916973326
2014-02-15,2,474.035638350371,0.0,5.0,11.5,15.0,0.0,0,Saturday,5,2,1,1,0,Mild,0,366.75742835048914
2014-02-16,2,642.255713146016,0.0,7.0,6.0625,17.0,63.0,0,Sunday,6,2,1,1,0,Kalt,0,377.102657086693
2014-02-17,2,329.690366180098,0.0,0.0,6.6875,9.0,0.0,0,Monday,0,2,1,0,0,Kalt,0,382.8402478437393
2014-02-18,2,275.501866816375,0.0,7.0,7.8,8.0,10.0,0,Tuesday,1,2,1,0,0,Kalt,0,376.9706818861255
2014-02-19,2,317.300543446827,0.0,7.0,6.325,8.0,61.0,0,Wednesday,2,2,1,0,0,Kalt,0,378.8701292919199
2014-02-20,2,332.24034886181,0.0,6.0,9.1,11.0,10.0,0,Thursday,3,2,1,0,0,Kalt,0,383.4917861042962
2014-02-21,2,304.683845985775,0.0,7.0,7.5125,11.0,61.0,0,Friday,4,2,1,0,0,Kalt,0,382.24404611246746
2014-02-22,2,501.288627565406,0.0,7.0,5.925,11.0,21.0,0,Saturday,5,2,1,1,0,Kalt,0,386.1373302860439
2014-02-23,2,711.608645093162,0.0,1.0,8.625,12.0,0.0,0,Sunday,6,2,1,1,0,Kalt,0,396.044891992779
2014-02-24,2,278.245512066627,0.0,1.0,9.4125,11.0,0.0,0,Monday,0,2,1,0,0,Kalt,0,388.695627119426
2014-02-25,2,261.518665118435,0.0,1.0,10.475,7.0,0.0,0,Tuesday,1,2,1,0,0,Mild,0,386.6980268768631
2014-02-26,2,311.376704215006,0.0,5.0,10.1875,8.0,0.0,0,Wednesday,2,2,1,0,0,Mild,0,385.85176412946015
2014-02-27,2,300.168385368184,0.0,1.0,8.8875,7.0,10.0,0,Thursday,3,2,1,0,0,Kalt,0,381.2700550589421
2014-02-28,2,304.253089953571,0.0,7.0,6.1875,6.0,61.0,0,Friday,4,2,1,0,0,Kalt,0,381.20851848291295
2014-03-01,2,463.931706683171,0.0,2.0,5.075,9.0,10.0,0,Saturday,5,3,1,1,0,Kalt,0,375.87181549973656
2014-03-02,2,613.772072740439,0.0,6.0,6.5625,9.0,10.0,0,Sunday,6,3,1,1,0,Kalt,0,361.8951623064904
2014-03-03,2,340.843721805049,0.0,0.0,9.1875,10.0,5.0,0,Monday,0,3,1,0,0,Kalt,0,370.83776369769356
2014-03-04,2,322.507407389951,0.0,7.0,6.6875,7.0,10.0,0,Tuesday,1,3,1,0,0,Kalt,0,379.550441165053
2014-03-05,2,272.380162040079,0.0,7.0,4.6875,7.0,28.0,0,Wednesday,2,3,1,0,0,Kalt,0,373.97950656863486
2014-03-06,2,296.782446572738,0.0,3.0,8.925,9.0,10.0,0,Thursday,3,3,1,0,0,Kalt,0,373.49580102642824
2014-03-07,2,293.295574945633,0.0,6.0,11.275,10.0,5.0,0,Friday,4,3,1,0,0,Mild,0,371.93044173958
2014-03-08,2,478.500223651153,0.0,0.0,9.9375,6.0,0.0,0,Saturday,5,3,1,1,0,Kalt,0,374.0116584492917
2014-03-09,2,620.71339369779,0.0,0.0,16.4,9.0,0.0,0,Sunday,6,3,1,1,0,Mild,0,375.00327572891325
2014-03-10,2,317.378702108067,0.0,0.0,15.8,9.0,0.0,0,Monday,0,3,1,0,0,Mild,0,371.65113005791585
2014-03-11,2,264.37746726286,0.0,0.0,7.85,9.0,0.0,0,Tuesday,1,3,1,0,0,Kalt,0,363.3468528969029
2014-03-12,2,275.552175296613,0.0,0.0,10.2125,8.0,0.0,0,Wednesday,2,3,1,0,0,Mild,0,363.7999976478363
2014-03-13,2,322.865434589691,0.0,0.0,13.375,10.0,0.0,0,Thursday,3,3,1,0,0,Mild,0,367.5261387931153
2014-03-14,2,309.267472114849,0.0,1.0,9.6125,10.0,0.0,0,Friday,4,3,1,0,0,Kalt,0,369.80783838871764
2014-03-15,2,426.528946577857,0.0,4.0,9.0375,27.0,0.0,0,Saturday,5,3,1,1,0,Kalt,0,362.3833702353896
2014-03-16,2,427.380944455632,0.0,7.0,9.3375,24.0,61.0,0,Sunday,6,3,1,1,0,Kalt,0,334.7644489150813
2014-03-17,2,283.82852752228,0.0,7.0,9.5875,18.0,61.0,0,Monday,0,3,1,0,0,Kalt,0,329.9715668313974
2014-03-18,2,286.018793506259,0.0,7.0,9.6875,16.0,21.0,0,Tuesday,1,3,1,0,0,Kalt,0,333.06318486616874
2014-03-19,2,287.60155477635,0.0,7.0,9.45,18.0,61.0,0,Wednesday,2,3,1,0,0,Kalt,0,334.78452479184546
2014-03-20,2,297.335857719945,0.0,0.0,16.2625,13.0,0.0,0,Thursday,3,3,1,0,0,Mild,0,331.13744238188167
2014-03-21,2,316.080628373637,0.0,7.0,6.8875,14.0,63.0,0,Friday,4,3,1,0,0,Kalt,0,332.1107504188514
2014-03-22,2,497.958416841062,0.0,5.0,8.85,11.0,63.0,0,Saturday,5,3,1,1,0,Kalt,0,342.3149604564522
2014-03-23,2,492.856825031606,0.0,4.0,8.3625,10.0,0.0,0,Sunday,6,3,1,1,0,Kalt,0,351.6686576815913
2014-03-24,2,326.267041619462,0.0,3.0,7.5625,7.0,0.0,0,Monday,0,3,1,0,0,Kalt,0,357.7313025526173
2014-03-25,2,327.070593673512,0.0,2.0,7.725,10.0,21.0,0,Tuesday,1,3,1,0,0,Kalt,0,363.5958454336534
2014-03-26,2,316.014621957881,0.0,5.0,7.85,11.0,21.0,0,Wednesday,2,3,1,0,0,Kalt,0,367.65485503101496
2014-03-27,2,384.826956477695,0.0,6.0,5.1,12.0,0.0,0,Thursday,3,3,1,0,0,Kalt,0,380.1535834249793
2014-03-28,2,373.193892353262,0.0,8.0,5.4,12.0,10.0,0,Friday,4,3,1,0,0,Kalt,0,388.31262113635427
2014-03-29,2,600.636330304354,0.0,3.0,9.375,8.0,10.0,0,Saturday,5,3,1,1,0,Kalt,0,402.9808944882531
2014-03-30,2,541.041022021925,0.0,0.0,11.2625,8.0,28.0,0,Sunday,6,3,1,1,0,Mild,0,409.86435120115584
2014-03-31,2,340.519359885231,0.0,7.0,7.4375,4.0,45.0,0,Monday,0,3,1,0,0,Kalt,0,411.9003966676942
2014-04-01,2,344.347041678838,0.0,8.0,5.7625,13.0,10.0,0,Tuesday,1,4,2,0,0,Kalt,0,414.36846066845516
2014-04-02,2,357.401889148184,0.0,2.0,12.45,8.0,10.0,0,Wednesday,2,4,2,0,0,Mild,0,420.28092740992696
2014-04-03,2,338.691456861455,0.0,3.0,7.6125,15.0,10.0,0,Thursday,3,4,2,0,0,Kalt,0,413.69014175046414
2014-04-04,2,348.498254975841,0.0,6.0,6.45,15.0,0.0,0,Friday,4,4,2,0,0,Kalt,0,410.1621935536897
2014-04-05,2,524.065479089145,0.0,8.0,9.825,5.0,61.0,0,Saturday,5,4,2,1,0,Kalt,0,399.2235005229455
2014-04-06,2,577.282474747519,0.0,7.0,12.1875,8.0,63.0,0,Sunday,6,4,2,1,0,Mild,0,404.40085091231606
2014-04-07,2,357.629946491513,0.0,7.0,15.7875,10.0,63.0,0,Monday,0,4,2,0,0,Mild,0,406.8452204274993
2014-04-08,2,353.523529645886,0.0,7.0,9.8125,19.0,61.0,0,Tuesday,1,4,2,0,0,Kalt,0,408.1561472799347
2014-04-09,2,366.100231824073,0.0,7.0,10.1875,20.0,21.0,0,Wednesday,2,4,2,0,0,Mild,0,409.39876766220453
2014-04-10,2,362.307296259006,0.0,7.0,9.75,4.0,0.0,0,Thursday,3,4,2,0,0,Kalt,0,412.7724590047119
2014-04-11,2,375.837949456716,0.0,6.0,12.0625,10.0,0.0,0,Friday,4,4,2,0,0,Mild,0,416.6781296448368
2014-04-12,2,574.526430697981,0.0,4.0,11.2,12.0,0.0,0,Saturday,5,4,2,1,0,Mild,0,423.88683701752774
2014-04-13,2,631.475800914064,0.0,6.0,11.0125,21.0,0.0,0,Sunday,6,4,2,1,0,Mild,0,431.6287407556056
2014-04-14,2,407.696472609752,0.0,5.0,8.9,23.0,61.0,0,Monday,0,4,2,0,0,Kalt,0,438.7811016296397
2014-04-15,2,460.801074530961,0.0,0.0,9.9125,15.0,0.0,0,Tuesday,1,4,2,0,0,Kalt,0,454.10646518465046
2014-04-16,2,439.876371928798,0.0,0.0,11.3625,9.0,0.0,0,Wednesday,2,4,2,0,0,Mild,0,464.6459137710398
2014-04-17,2,562.281813457354,0.0,5.0,14.4,14.0,0.0,0,Thursday,3,4,2,0,0,Mild,0,493.2137019422324
2014-04-19,2,701.506792782752,0.0,1.0,11.125,13.0,5.0,0,Saturday,5,4,2,1,0,Mild,0,539.7378224173802
2014-04-20,2,670.020496886695,0.0,0.0,13.875,15.0,5.0,0,Sunday,6,4,2,1,0,Mild,0,553.3798318729108
2014-04-21,2,683.784882752709,0.0,4.0,13.425,15.0,0.0,0,Monday,0,4,2,0,0,Mild,0,560.8525578498601
2014-04-22,2,460.8751181337,0.0,3.0,15.45,10.0,10.0,0,Tuesday,1,4,2,0,0,Mild,0,568.4495072104241
2014-04-23,2,465.58877492787,0.0,8.0,9.825,11.0,21.0,0,Wednesday,2,4,2,0,0,Kalt,0,569.1334644099826
2014-04-24,2,417.193979627359,0.0,8.0,9.175,11.0,0.0,0,Thursday,3,4,2,0,0,Kalt,0,565.8931226526341
2014-04-25,2,456.429396514049,0.0,0.0,13.5625,12.0,0.0,0,Friday,4,4,2,0,0,Mild,0,550.7713488035905
2014-04-26,2,586.998427577162,0.0,0.0,15.45,11.0,0.0,0,Saturday,5,4,2,1,0,Mild,0,534.4130109170777
2014-04-27,2,584.577549685164,0.0,0.0,16.225,16.0,0.0,0,Sunday,6,4,2,1,0,Mild,0,522.2068756025733
2014-04-28,2,406.097160006948,0.0,0.0,15.8875,11.0,0.0,0,Monday,0,4,2,0,0,Mild,0,482.5372009246074
2014-04-29,2,426.634045431234,0.0,0.0,18.0875,8.0,0.0,0,Tuesday,1,4,2,0,0,Mild,0,477.64561910996946
2014-04-30,2,440.782783930678,0.0,3.0,18.0,8.0,0.0,0,Wednesday,2,4,2,0,0,Mild,0,474.1019061103706
2014-05-02,2,506.773609930646,0.0,6.0,10.225,13.0,0.0,0,Friday,4,5,2,0,0,Mild,0,486.8989961536973
2014-05-05,2,1203.43112985675,0.0,8.0,10.7125,6.0,21.0,0,Monday,0,5,2,0,0,Mild,0,593.6135294883688
2014-05-06,2,350.107434330692,0.0,7.0,15.775,9.0,0.0,0,Tuesday,1,5,2,0,0,Mild,0,559.7719590245873
2014-05-07,2,315.890695137174,0.0,4.0,14.2125,15.0,65.0,0,Wednesday,2,5,2,0,0,Mild,0,521.3881226605888
2014-05-08,2,366.1450783331,0.0,7.0,12.45,10.0,63.0,0,Thursday,3,5,2,0,0,Mild,0,515.6806824214677
2014-05-09,2,324.860077549193,0.0,6.0,12.3875,10.0,61.0,0,Friday,4,5,2,0,0,Mild,0,501.1415441526047
2014-05-10,2,478.617066120892,0.0,7.0,13.275,12.0,61.0,0,Saturday,5,5,2,1,0,Mild,0,506.54644160834954
2014-05-11,2,460.682512294828,0.0,7.0,11.5625,12.0,63.0,0,Sunday,6,5,2,1,0,Mild,0,499.961999088947
2014-05-12,2,328.92733265268,0.0,7.0,12.7,14.0,63.0,0,Monday,0,5,2,0,0,Mild,0,375.0328852026513
2014-05-13,2,297.999814467772,0.0,7.0,11.5625,15.0,21.0,0,Tuesday,1,5,2,0,0,Mild,0,367.58893950794845
2014-05-14,2,314.953597620915,0.0,7.0,11.5625,16.0,0.0,0,Wednesday,2,5,2,0,0,Mild,0,367.45506843419713
2014-05-15,2,352.418195482769,0.0,2.0,13.7875,8.0,0.0,0,Thursday,3,5,2,0,0,Mild,0,365.49408516986415
2014-05-16,2,422.284930999887,0.0,5.0,13.8875,9.0,0.0,0,Friday,4,5,2,0,0,Mild,0,379.4119213771061
2014-05-17,2,507.850100762978,0.0,0.0,16.625,8.0,0.0,0,Saturday,5,5,2,1,0,Mild,0,383.5880691831184
2014-05-18,2,598.067011591372,0.0,4.0,16.5125,13.0,0.0,0,Sunday,6,5,2,1,0,Mild,0,403.2144262254819
2014-05-19,2,385.830427464834,0.0,6.0,13.7625,8.0,61.0,0,Monday,0,5,2,0,0,Mild,0,411.3434397700753
2014-05-20,2,345.526173706413,0.0,0.0,20.725,12.0,0.0,0,Tuesday,1,5,2,0,0,Warm,0,418.1329196613097
2014-05-21,2,356.727230834875,0.0,2.0,26.8625,8.0,0.0,0,Wednesday,2,5,2,0,0,Warm,0,424.10058154901833
2014-05-22,2,402.543178395128,0.0,0.0,26.375,8.0,0.0,0,Thursday,3,5,2,0,0,Warm,0,431.26129339364104
2014-05-23,2,410.166785875368,0.0,7.0,18.0125,12.0,65.0,0,Friday,4,5,2,0,0,Mild,0,429.53012980442406
2014-05-24,2,524.51228527573,0.0,2.0,17.9625,8.0,0.0,0,Saturday,5,5,2,1,0,Mild,0,431.9104418776743
2014-05-25,2,597.047216641851,0.0,2.0,20.4625,11.0,0.0,0,Sunday,6,5,2,1,0,Warm,0,431.76475688488557
2014-05-26,2,387.78920418638,0.0,0.0,19.9625,13.0,0.0,0,Monday,0,5,2,0,0,Mild,0,432.04458213082074
2014-05-27,2,424.223657962549,0.0,7.0,12.8875,21.0,21.0,0,Tuesday,1,5,2,0,0,Mild,0,443.28707988169725
2014-05-28,2,440.753384253967,0.0,7.0,10.2,22.0,21.0,0,Wednesday,2,5,2,0,0,Mild,0,455.29081608442476
2014-05-29,2,670.064174060842,0.0,4.0,12.7,14.0,0.0,0,Thursday,3,5,2,0,0,Mild,0,493.5081011795267
2014-05-30,2,543.734282137968,0.0,0.0,17.9625,13.0,0.0,0,Friday,4,5,2,0,0,Mild,0,512.5891720741838
2014-05-31,2,616.245915538845,0.0,3.0,15.9125,15.0,0.0,0,Saturday,5,5,2,1,0,Mild,0,525.6939763974859
2014-06-01,2,676.063588454464,0.0,7.0,13.825,6.0,21.0,0,Sunday,6,6,2,1,0,Mild,0,536.9820295135736
2014-06-02,2,441.052664780553,0.0,0.0,17.625,9.0,0.0,0,Monday,0,6,2,0,0,Mild,0,544.5910953127411
2014-06-03,2,416.946808829077,0.0,1.0,20.0,9.0,0.0,0,Tuesday,1,6,2,0,0,Warm,0,543.5515454365308
2014-06-04,2,415.711170989076,0.0,1.0,21.4875,14.0,0.0,0,Wednesday,2,6,2,0,0,Warm,0,539.9740863986892
2014-06-05,2,390.575773242664,0.0,5.0,15.0375,18.0,65.0,0,Thursday,3,6,2,0,0,Mild,0,500.04717199609246
2014-06-06,2,428.95344334705,0.0,3.0,19.3125,12.0,0.0,0,Friday,4,6,2,0,0,Mild,0,483.6499093116755
2014-06-07,2,753.443538177679,0.0,0.0,17.9625,8.0,0.0,0,Saturday,5,6,2,1,0,Mild,0,503.24956968865183
2014-06-08,2,681.186640749589,0.0,6.0,22.1,12.0,21.0,0,Sunday,6,6,2,1,0,Warm,0,503.98143430224115
2014-06-09,2,808.126780736088,0.0,0.0,20.6625,10.0,0.0,0,Monday,0,6,2,0,0,Warm,0,556.4205937244604
2014-06-10,2,481.25061409398,0.0,1.0,25.7875,9.0,0.0,0,Tuesday,1,6,2,0,0,Warm,0,565.6068516194466
2014-06-11,2,400.748048990214,0.0,7.0,20.5,8.0,61.0,0,Wednesday,2,6,2,0,0,Warm,0,563.4692627624663
2014-06-12,2,430.923755250979,0.0,4.0,19.55,12.0,0.0,0,Thursday,3,6,2,0,0,Mild,0,569.2332601922255
2014-06-13,2,469.760139519046,0.0,7.0,17.45,18.0,21.0,0,Friday,4,6,2,0,0,Mild,0,575.0627882167964
2014-06-14,2,564.16430206382,0.0,1.0,18.9125,13.0,0.0,0,Saturday,5,6,2,1,0,Mild,0,548.022897343388
2014-06-15,2,625.464619964173,0.0,0.0,19.275,8.0,0.0,0,Sunday,6,6,2,1,0,Mild,0,540.0626086597571
2014-06-16,2,433.505937817699,0.0,6.0,18.3125,10.0,0.0,0,Monday,0,6,2,0,0,Mild,0,486.5453453857016
2014-06-17,2,419.651602758868,0.0,1.0,20.375,7.0,0.0,0,Tuesday,1,6,2,0,0,Warm,0,477.7454866235427
2014-06-18,2,432.574331239166,0.0,3.0,19.3,13.0,0.0,0,Wednesday,2,6,2,0,0,Mild,0,482.29209837339295
2014-06-19,2,429.955728270914,0.0,7.0,15.2875,19.0,21.0,0,Thursday,3,6,2,0,0,Mild,0,482.1538088048123
2014-06-20,2,554.710447078857,0.0,7.0,15.9875,16.0,0.0,0,Friday,4,6,2,0,0,Mild,0,494.2895670276425
2014-06-21,2,691.302129885254,1.0,6.0,15.5125,18.0,61.0,0,Saturday,5,6,2,1,0,Mild,0,512.4521138592759
2014-06-22,2,687.127455430513,1.0,5.0,15.7,19.0,0.0,0,Sunday,6,6,2,1,0,Mild,0,521.2610903544672
2014-06-23,2,511.714043984716,1.0,4.0,16.5,17.0,0.0,0,Monday,0,6,2,0,0,Mild,0,532.4336769497554
2014-06-24,2,508.608322070437,1.0,7.0,14.3625,7.0,21.0,0,Tuesday,1,6,2,0,0,Mild,0,545.141779708551
2014-06-25,2,517.169259136224,1.0,0.0,18.4375,10.0,0.0,0,Wednesday,2,6,2,0,0,Mild,0,557.2267694081307
2014-06-26,2,583.733870024269,1.0,6.0,17.575,8.0,63.0,0,Thursday,3,6,2,0,0,Mild,0,579.1950753728958
2014-06-27,2,595.204307059367,1.0,4.0,20.1625,7.0,95.0,0,Friday,4,6,2,0,0,Warm,0,584.9799125129686
2014-06-28,2,861.858616856627,1.0,6.0,16.9625,6.0,95.0,0,Saturday,5,6,2,1,0,Mild,0,609.3451249374505
2014-06-29,2,770.70069957598,1.0,7.0,17.3125,8.0,61.0,0,Sunday,6,6,2,1,0,Mild,0,621.2841598153743
2014-06-30,2,465.370251192507,0.0,3.0,18.3375,12.0,0.0,0,Monday,0,6,2,0,0,Mild,0,614.6636179879159
2014-07-01,2,394.082975399495,0.0,6.0,15.6875,14.0,61.0,0,Tuesday,1,7,3,0,0,Mild,0,598.3028541777812
2014-07-02,2,409.989815931385,0.0,6.0,17.1125,15.0,0.0,0,Wednesday,2,7,3,0,0,Mild,0,582.9915051485185
2014-07-03,2,417.58250524734,0.0,7.0,20.4,9.0,0.0,0,Thursday,3,7,3,0,0,Warm,0,559.2555958946716
2014-07-04,2,438.323208441248,0.0,0.0,26.9375,10.0,0.0,0,Friday,4,7,3,0,0,Warm,0,536.8440103777974
2014-07-05,2,576.842941856878,0.0,6.0,24.5875,10.0,65.0,0,Saturday,5,7,3,1,0,Warm,0,496.1274853778333
2014-07-06,2,538.601505202659,0.0,5.0,25.2375,6.0,0.0,0,Sunday,6,7,3,1,0,Warm,0,462.970457610216
2014-07-07,2,464.435046624119,0.0,5.0,20.8,10.0,0.0,0,Monday,0,7,3,0,0,Warm,0,462.83685695758913
2014-07-08,2,497.86988009808,0.0,7.0,19.6,15.0,63.0,0,Tuesday,1,7,3,0,0,Mild,0,477.66355762881557
2014-07-09,2,494.252899710859,0.0,0.0,24.65,24.0,5.0,0,Wednesday,2,7,3,0,0,Warm,0,489.7011410258833
2014-07-10,2,531.353706005132,0.0,0.0,24.757142,18.0,0.0,0,Thursday,3,7,3,0,0,Warm,0,505.9541697055679
2014-07-11,2,574.876667537715,0.0,1.0,22.9375,18.0,0.0,0,Friday,4,7,3,0,0,Warm,0,525.4618067193488
2014-07-12,2,668.279669936841,0.0,0.0,20.375,12.0,0.0,0,Saturday,5,7,3,1,0,Warm,0,538.5241964450579
2014-07-13,2,755.585190097404,0.0,7.0,18.6,10.0,61.0,0,Sunday,6,7,3,1,0,Mild,0,569.5218657157358
2014-07-14,2,549.516511042481,0.0,7.0,19.45,15.0,63.0,0,Monday,0,7,3,0,0,Mild,0,581.6763606326446
2014-07-15,2,544.627684283587,0.0,6.0,22.2625,9.0,0.0,0,Tuesday,1,7,3,0,0,Warm,0,588.3560469448599
2014-07-16,2,558.201351317468,0.0,6.0,19.4125,7.0,0.0,0,Wednesday,2,7,3,0,0,Mild,0,597.4915400315183
2014-07-17,2,601.547500290008,0.0,4.0,22.7625,7.0,0.0,0,Thursday,3,7,3,0,0,Warm,0,607.5192249293577
2014-07-18,2,611.760795891468,0.0,1.0,26.05,10.0,0.0,0,Friday,4,7,3,0,0,Warm,0,612.788386122751
2014-07-19,2,758.007682186119,0.0,0.0,28.0625,13.0,0.0,0,Saturday,5,7,3,1,0,Warm,0,625.6066735869337
2014-07-20,2,780.884234750352,0.0,3.0,24.3125,15.0,0.0,0,Sunday,6,7,3,1,0,Warm,0,629.220822823069
2014-07-21,2,603.860645292956,0.0,0.0,23.4875,19.0,5.0,0,Monday,0,7,3,0,0,Warm,0,636.9842705731369
2014-07-22,2,613.026582121477,0.0,0.0,24.9875,14.0,0.0,0,Tuesday,1,7,3,0,0,Warm,0,646.7555416928354
2014-07-23,2,588.604501791308,0.0,0.0,25.0,14.0,0.0,0,Wednesday,2,7,3,0,0,Warm,0,651.0988489033841
2014-07-24,2,571.880975843334,0.0,0.0,24.8375,11.0,0.0,0,Thursday,3,7,3,0,0,Warm,0,646.8607739824305
2014-07-25,2,570.629898893856,0.0,0.0,26.325,18.0,0.0,0,Friday,4,7,3,0,0,Warm,0,640.9849315542003
2014-07-26,2,685.499474554993,0.0,6.0,22.375,10.0,21.0,0,Saturday,5,7,3,1,0,Warm,0,630.6266161783251
2014-07-27,2,782.178370436687,0.0,3.0,25.55,12.0,21.0,0,Sunday,6,7,3,1,0,Warm,0,630.8114927049444
2014-07-28,2,630.170881828104,0.0,0.0,24.7625,7.0,0.0,0,Monday,0,7,3,0,0,Warm,0,634.5700979242513
2014-07-29,2,613.206800202833,0.0,0.0,25.35,10.0,0.0,0,Tuesday,1,7,3,0,0,Warm,0,634.5958433644449
2014-07-30,2,621.013463682731,0.0,6.0,22.925,12.0,0.0,0,Wednesday,2,7,3,0,0,Warm,0,639.2256950632197
2014-07-31,2,600.50135887024,0.0,3.0,22.4375,12.0,21.0,0,Thursday,3,7,3,0,0,Warm,0,643.3143212099205
2014-08-01,2,607.946169858661,0.0,1.0,26.725,8.0,0.0,0,Friday,4,8,3,0,0,Warm,0,648.6452170620356
2014-08-02,2,792.653007246797,0.0,2.0,26.0875,12.0,0.0,0,Saturday,5,8,3,1,0,Warm,0,663.9528645894361
2014-08-03,2,771.25128183175,0.0,5.0,23.0875,9.0,63.0,0,Sunday,6,8,3,1,0,Warm,0,662.3918519315879
2014-08-04,2,698.072698306791,0.0,6.0,22.5125,8.0,0.0,0,Monday,0,8,3,0,0,Warm,0,672.0921114285433
2014-08-05,2,686.651118672334,0.0,5.0,23.0875,10.0,0.0,0,Tuesday,1,8,3,0,0,Warm,0,682.5841569241863
2014-08-06,2,716.477063899978,0.0,0.0,22.825,10.0,0.0,0,Wednesday,2,8,3,0,0,Warm,0,696.2218140980788
2014-08-07,2,716.105540961349,0.0,7.0,20.3125,6.0,61.0,0,Thursday,3,8,3,0,0,Warm,0,712.7366972539514
2014-08-08,2,758.990490310671,0.0,3.0,22.725,8.0,0.0,0,Friday,4,8,3,0,0,Warm,0,734.3144573185243
2014-08-09,2,874.906746085002,0.0,6.0,20.1,17.0,61.0,0,Saturday,5,8,3,1,0,Warm,0,746.0649914382678
2014-08-10,2,745.259273774263,0.0,6.0,23.1,12.0,0.0,0,Sunday,6,8,3,1,0,Warm,0,742.3518474300555
2014-08-11,2,653.868277321944,0.0,4.0,20.075,13.0,21.0,0,Monday,0,8,3,0,0,Warm,0,736.0369301465058
2014-08-12,2,664.240810149929,0.0,5.0,16.9125,12.0,95.0,0,Tuesday,1,8,3,0,0,Mild,0,732.835457500448
2014-08-13,2,677.282564266312,0.0,2.0,20.9375,10.0,0.0,0,Wednesday,2,8,3,0,0,Warm,0,727.2362432670672
2014-08-14,2,678.815717852276,0.0,7.0,18.05,10.0,65.0,0,Thursday,3,8,3,0,0,Mild,0,721.9091256800566
2014-08-15,2,693.284904927365,0.0,6.0,18.3625,8.0,61.0,0,Friday,4,8,3,0,0,Mild,0,712.5226134824416
2014-08-16,2,799.707903247338,0.0,6.0,17.2,15.0,61.0,0,Saturday,5,8,3,1,0,Mild,0,701.7799216484897
2014-08-18,2,764.810921387808,0.0,6.0,15.2,15.0,61.0,0,Monday,0,8,3,0,0,Mild,0,704.5730141647102
2014-08-19,2,628.966445772187,0.0,6.0,14.0875,12.0,61.0,0,Tuesday,1,8,3,0,0,Mild,0,701.0156096576021
2014-08-20,2,643.938175647555,0.0,5.0,15.675,17.0,21.0,0,Wednesday,2,8,3,0,0,Mild,0,698.11523330012
2014-08-21,2,619.405496973352,0.0,5.0,16.2625,11.0,21.0,0,Thursday,3,8,3,0,0,Mild,0,689.8470808296972
2014-08-22,2,648.097075152002,0.0,7.0,16.325,12.0,61.0,0,Friday,4,8,3,0,0,Mild,0,685.4587033010866
2014-08-23,2,811.164148879375,0.0,4.0,15.9875,11.0,21.0,0,Saturday,5,8,3,1,0,Mild,0,702.298595294231
2014-08-24,2,861.503164156281,0.0,3.0,16.3125,20.0,21.0,0,Sunday,6,8,3,1,0,Mild,0,711.1264897097942
2014-08-25,2,453.730646773893,0.0,5.0,14.7875,13.0,65.0,0,Monday,0,8,3,0,0,Mild,0,666.686450479235
2014-08-26,2,468.647046949547,0.0,3.0,17.325,7.0,0.0,0,Tuesday,1,8,3,0,0,Mild,0,643.783679218858
2014-08-27,2,552.631235154782,0.0,1.0,19.875,9.0,0.0,0,Wednesday,2,8,3,0,0,Mild,0,630.7398305770331
2014-08-28,2,531.716288092032,0.0,0.0,19.75,9.0,0.0,0,Thursday,3,8,3,0,0,Mild,0,618.2128007368445
2014-08-29,2,523.697281303577,0.0,5.0,19.125,12.0,63.0,0,Friday,4,8,3,0,0,Mild,0,600.441401615641
2014-08-30,2,663.358329683797,0.0,7.0,17.75,9.0,61.0,0,Saturday,5,8,3,1,0,Mild,0,579.3262845877014
